slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,plus_minus
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,PORTLAND TRAIL BLAZERS,WIN,2360,17,23,1,4,9,13,2,6,4,2,2,2,3,39.3,3.0
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,AWAY,MEMPHIS GRIZZLIES,LOSS,1805,9,17,6,11,13,13,0,6,3,0,0,2,5,28.6,-6.0
gasolma01,Marc Gasol,MEMPHIS GRIZZLIES,HOME,GOLDEN STATE WARRIORS,WIN,2183,8,16,2,4,16,17,2,12,2,1,2,7,1,27.0,10.0
griffbl01,Blake Griffin,LOS ANGELES CLIPPERS,HOME,PHOENIX SUNS,WIN,1651,7,13,3,5,12,14,1,7,4,1,1,3,2,25.4,15.0
derozde01,DeMar DeRozan,TORONTO RAPTORS,HOME,PHILADELPHIA 76ERS,WIN,1602,8,12,0,1,14,16,0,3,3,0,0,1,3,24.8,26.0
vucevni01,Nikola Vučević,ORLANDO MAGIC,AWAY,CLEVELAND CAVALIERS,WIN,1692,11,16,1,3,0,0,1,6,5,1,3,0,2,24.5,28.0
porzikr01,Kristaps Porziņģis,NEW YORK KNICKS,HOME,DETROIT PISTONS,LOSS,2087,11,20,3,7,8,10,0,5,2,1,1,2,3,24.0,-5.0
aldrila01,LaMarcus Aldridge,SAN ANTONIO SPURS,AWAY,CHICAGO BULLS,WIN,1966,12,24,0,2,4,4,5,5,3,1,2,1,2,23.7,13.0
oladivi01,Victor Oladipo,INDIANA PACERS,AWAY,MIAMI HEAT,LOSS,2213,10,23,4,8,4,4,2,2,5,4,1,2,4,22.5,0.0
harrito02,Tobias Harris,DETROIT PISTONS,AWAY,NEW YORK KNICKS,WIN,2304,13,24,3,9,2,3,3,3,1,0,0,0,3,21.5,7.0
hardeja01,James Harden,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,1845,10,19,6,13,3,4,0,3,7,2,0,5,5,20.1,31.0
dragigo01,Goran Dragić,MIAMI HEAT,HOME,INDIANA PACERS,WIN,1929,9,13,2,2,3,3,1,4,3,0,0,2,2,18.7,-1.0
farieke01,Kenneth Faried,DENVER NUGGETS,HOME,SACRAMENTO KINGS,WIN,1354,7,10,0,0,4,6,4,4,1,2,1,1,2,18.6,10.0
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,AWAY,MILWAUKEE BUCKS,LOSS,2067,6,15,3,6,11,12,2,3,4,4,0,6,5,18.6,-5.0
duranke01,Kevin Durant,GOLDEN STATE WARRIORS,AWAY,MEMPHIS GRIZZLIES,LOSS,2403,11,24,4,9,3,6,2,11,3,1,3,6,2,18.5,-2.0
